symbol;available_exchanges;currency_base;currency_quote
"VOYA/USD";"[""Synthetic""]";"Voyacoin";"US Dollar"
"VRM/USD";"[""Synthetic""]";"VeriumReserve";"US Dollar"
"VSL/USD";"[""Synthetic""]";"vSlice";"US Dollar"
"VSYS/BTC";"[""Kucoin""]";"V Systems";"Bitcoin"
"VSYS/USD";"[""Huobi""]";"V Systems";"US Dollar"
"VTC/BTC";"[""YoBit""]";"Vertcoin";"Bitcoin"
"VTC/USD";"[""Synthetic""]";"Vertcoin";"US Dollar"
"VTR/USD";"[""Synthetic""]";"vTorrent";"US Dollar"
"VVS/USD";"[""Crypto.com Exchange""]";"VVS Finance";"US Dollar"
"WABI/USD";"[""Synthetic""]";"Wabi";"US Dollar"
"WAN/BTC";"[""Binance"",""Bitrue""]";"Wanchain";"Bitcoin"
"WAN/USD";"[""Synthetic""]";"Wanchain";"US Dollar"
"WAN/XRP";"[""Bitrue""]";"Wanchain";"XRP"
"WARP/USD";"[""Synthetic""]";"WARP";"US Dollar"
"WAVES/IDR";"[""BTC Indonesia""]";"Waves";"Indonesian Rupiah"
"WAVES/KRW";"[""Upbit""]";"Waves";"Korean Won"
"WAVES/TRY";"[""Paribu""]";"Waves";"Turkish Lira"
"WAVES/USD";"[""LATOKEN""]";"Waves";"US Dollar"
"WAXP/CAD";"[""Synthetic""]";"WAX";"Canadian Dollar"
"WAXP/USD";"[""Binance""]";"WAX";"US Dollar"
"WAX/USD";"[""HitBTC""]";"WAX";"US Dollar"
"WBB/BTC";"[""YoBit""]";"Wild Beast Block";"Bitcoin"
"WBB/USD";"[""Synthetic""]";"Wild Beast Block";"US Dollar"
"WBTC/BTC";"[""Binance""]";"Wrapped Bitcoin";"Bitcoin"
"WBTC/CAD";"[""Synthetic""]";"Wrapped Bitcoin";"Canadian Dollar"
"WBTC/USD";"[""Synthetic""]";"Wrapped Bitcoin";"US Dollar"
"WBT/USDT";"[""Huobi""]";"WhiteBIT";"US Dollar"
"WBX/BRL";"[""MercadoBitcoin""]";"WiBX";"Brazil Real"
"WBX/USD";"[""Synthetic""]";"WiBX";"US Dollar"
"WCT/USD";"[""Synthetic""]";"Waves Community Token";"US Dollar"
"WC/USD";"[""Synthetic""]";"WINCOIN";"US Dollar"
"WEB/USD";"[""Synthetic""]";"Webchain";"US Dollar"
"WEMIX/USD";"[""Gate.io""]";"WEMIX";"US Dollar"
"WGR/BTC";"[""YoBit""]";"Wagerr";"Bitcoin"
"WGR/USD";"[""Synthetic""]";"Wagerr";"US Dollar"
"WIF/USDT";"[""Binance""]";"dogwifhat";"US Dollar"
"WILD/USD";"[""Synthetic""]";"Wild Crypto";"US Dollar"
"WIN/USD";"[""Binance"",""Poloniex""]";"WINkLink";"US Dollar"
"WLD/USD";"[""Binance""]";"Worldcoin";"US Dollar"
"WMC/USD";"[""Synthetic""]";"WMCoin";"US Dollar"
"WOO/USD";"[""Gate.io"",""Huobi"",""KuCoin""]";"WOO Network";"US Dollar"
"WPR/INR";"[""Bitbns""]";"WePower";"Indian Rupee"
"WPR/USD";"[""Synthetic""]";"WePower";"US Dollar"
"WRC/BTC";"[""YoBit""]";"Worldcore";"Bitcoin"
"WRC/ETH";"[""YoBit""]";"Worldcore";"Ethereum"
"WRC/USD";"[""Synthetic""]";"Worldcore";"US Dollar"
"WRX/INR";"[""WazirX""]";"WazirX";"Indian Rupee"
"WTT/USD";"[""Synthetic""]";"Giga Watt Token";"US Dollar"
"X2/USD";"[""Synthetic""]";"X2";"US Dollar"
"XAUR/USD";"[""Synthetic""]";"Xaurum";"US Dollar"
"XAUT/USD";"[""Bybit""]";"Tether Gold";"US Dollar"
"XBC/USD";"[""Synthetic""]";"Bitcoin Plus";"US Dollar"
"XBL/USD";"[""Synthetic""]";"Billionaire Token";"US Dollar"
"XBTC21/BTC";"[""YoBit""]";"Bitcoin 21";"Bitcoin"
"XBTC21/USD";"[""Synthetic""]";"Bitcoin 21";"US Dollar"
"XBTS/USD";"[""Synthetic""]";"Beatcoin";"US Dollar"
"XBY/BTC";"[""YoBit""]";"XTRABYTES";"Bitcoin"
"XBY/USD";"[""Synthetic""]";"XTRABYTES";"US Dollar"
"XCH/USD";"[""Gate.io"",""Huobi""]";"Chia Network";"US Dollar"
"XCN/USD";"[""Synthetic""]";"Cryptonite";"US Dollar"
"XCO/BTC";"[""YoBit""]";"X-Coin";"Bitcoin"
"XCO/USD";"[""Synthetic""]";"X-Coin";"US Dollar"
"XCP/JPY";"[""Zaif""]";"Counterparty";"Japanese Yen"
"XCP/USD";"[""Synthetic""]";"Counterparty";"US Dollar"
"XDB/USD";"[""KuCoin""]";"DigitalBits";"US Dollar"
"XDC/CAD";"[""Synthetic""]";"XDC Network";"Canadian Dollar"
"XDC/ETH";"[""Kucoin""]";"XinFin Network";"Ethereum"
"XDC/USD";"[""Gate.io"",""Kucoin"",""Synthetic""]";"XDC Network";"US Dollar"
"XDE2/USD";"[""Synthetic""]";"XDE II";"US Dollar"
"XEC/USD";"[""Binance"",""Huobi""]";"eCash";"US Dollar"
"XEL/USD";"[""Synthetic""]";"XEL";"US Dollar"
"XEM/AUD";"[""Synthetic""]";"NEM";"Australian Dollar"
"XEM/BTC";"[""HitBTC""]";"NEM";"Bitcoin"
"XEM/CAD";"[""Synthetic""]";"NEM";"Canadian Dollar"
"XEM/CNY";"[""Synthetic""]";"NEM";"Chinese Yuan"
"XEM/EUR";"[""Synthetic""]";"NEM";"Euro"
"XEM/HKD";"[""Synthetic""]";"NEM";"Hong Kong Dollar"
"XEM/ILS";"[""Synthetic""]";"NEM";"Israeli Shekel"
"XEM/INR";"[""Synthetic""]";"NEM";"Indian Rupee"
"XEM/JPY";"[""Zaif""]";"NEM";"Japanese Yen"
"XEM/MXN";"[""Synthetic""]";"NEM";"Mexican Peso"
"XEM/MYR";"[""Synthetic""]";"NEM";"Malaysian Ringgit"
"XEM/PLN";"[""Synthetic""]";"NEM";"Polish Zloty"
"XEM/RUB";"[""Synthetic""]";"NEM";"Russian Ruble"
"XEM/SAR";"[""Synthetic""]";"NEM";"Saudi Riyal"
"XEM/SEK";"[""Synthetic""]";"NEM";"Swedish Krona"
"XEM/TRY";"[""Synthetic""]";"NEM";"Turkish Lira"
"XEM/USD";"[""HitBTC""]";"NEM";"US Dollar"
"XEM/ZAR";"[""Synthetic""]";"NEM";"South African Rand"
"XET/USD";"[""Synthetic""]";"ETERNAL TOKEN";"US Dollar"
"XFT/USD";"[""Synthetic""]";"Footy Cash";"US Dollar"
"XHI/BTC";"[""YoBit""]";"HiCoin";"Bitcoin"
"XHI/USD";"[""Synthetic""]";"HiCoin";"US Dollar"
"XID/USD";"[""Synthetic""]";"Sphre AIR";"US Dollar"
"XIN/BTC";"[""BigONE""]";"Mixin";"Bitcoin"
"XIN/USD";"[""BigONE""]";"Mixin";"US Dollar"
"XJO/USD";"[""Synthetic""]";"Joulecoin";"US Dollar"
"XLC/USD";"[""Synthetic""]";"LeviarCoin";"US Dollar"
"XLM/AUD";"[""Synthetic""]";"Stellar";"Australian Dollar"
"XLM/BRL";"[""NovaDAX""]";"Stellar";"Brazil Real"
"XLM/BTC";"[""Binance""]";"Stellar";"Bitcoin"
"XLM/CAD";"[""Synthetic""]";"Stellar";"Canadian Dollar"
"XLM/CNY";"[""Synthetic""]";"Stellar";"Chinese Yuan"
"XLM/ETH";"[""Binance"",""BitMart""]";"Stellar";"Ethereum"
"XLM/EUR";"[""Coinbase Pro"",""Synthetic""]";"Stellar";"Euro"
"XLM/GBP";"[""BitStamp""]";"Stellar";"British Pound"
"XLM/HKD";"[""Synthetic""]";"Stellar";"Hong Kong Dollar"
"XLM/IDR";"[""BTC Indonesia""]";"Stellar";"Indonesian Rupiah"
"XLM/ILS";"[""Synthetic""]";"Stellar";"Israeli Shekel"
"XLM/INR";"[""Bitbns"",""Synthetic""]";"Stellar";"Indian Rupee"
"XLM/JPY";"[""Bitbank""]";"Stellar";"Japanese Yen"
"XLM/KRW";"[""Bithumb"",""Upbit""]";"Stellar";"Korean Won"
"XLM/MXN";"[""Synthetic""]";"Stellar";"Mexican Peso"
"XLM/MYR";"[""Synthetic""]";"Stellar";"Malaysian Ringgit"
"XLM/PLN";"[""Synthetic""]";"Stellar";"Polish Zloty"
"XLM/RUB";"[""Synthetic""]";"Stellar";"Russian Ruble"
"XLM/SAR";"[""Synthetic""]";"Stellar";"Saudi Riyal"
"XLM/SEK";"[""Synthetic""]";"Stellar";"Swedish Krona"
"XLM/THB";"[""Satang Pro""]";"Stellar";"Thai Baht"
"XLM/TRY";"[""BTCTurk"",""Paribu"",""Synthetic""]";"Stellar";"Turkish Lira"
"XLM/USD";"[""Binance"",""Coinbase Pro"",""Huobi"",""OKEx""]";"Stellar";"US Dollar"
"XLM/VND";"[""Synthetic""]";"Stellar";"Vietnamese Dong"
"XLM/ZAR";"[""Synthetic""]";"Stellar";"South African Rand"
"XMCC/USD";"[""Synthetic""]";"Monoeci";"US Dollar"
"XMG/USD";"[""Synthetic""]";"Magi";"US Dollar"
"XMR/AUD";"[""Synthetic""]";"Monero";"Australian Dollar"
"XMR/BRL";"[""NovaDAX""]";"Monero";"Brazil Real"
"XMR/BTC";"[""HitBTC""]";"Monero";"Bitcoin"
"XMR/CAD";"[""Synthetic""]";"Monero";"Canadian Dollar"
"XMR/CNY";"[""Synthetic""]";"Monero";"Chinese Yuan"
"XMR/EUR";"[""Kraken""]";"Monero";"Euro"
"XMR/HKD";"[""Synthetic""]";"Monero";"Hong Kong Dollar"
"XMR/ILS";"[""Synthetic""]";"Monero";"Israeli Shekel"
"XMR/INR";"[""Synthetic""]";"Monero";"Indian Rupee"
"XMR/MXN";"[""Synthetic""]";"Monero";"Mexican Peso"
"XMR/MYR";"[""Synthetic""]";"Monero";"Malaysian Ringgit"
"XMR/PLN";"[""Synthetic""]";"Monero";"Polish Zloty"
"XMR/RUB";"[""Synthetic""]";"Monero";"Russian Ruble"
"XMR/SAR";"[""Synthetic""]";"Monero";"Saudi Riyal"
"XMR/SEK";"[""Synthetic""]";"Monero";"Swedish Krona"
"XMR/TRY";"[""Synthetic""]";"Monero";"Turkish Lira"
"XMR/USD";"[""HitBTC""]";"Monero";"US Dollar"
"XMR/VND";"[""Synthetic""]";"Monero";"Vietnamese Dong"
"XMR/ZAR";"[""Synthetic""]";"Monero";"South African Rand"
"XNN/USD";"[""Synthetic""]";"Xenon";"US Dollar"
"XOC/USD";"[""Synthetic""]";"Xonecoin";"US Dollar"
"XPRT/USD";"[""Gate.io"",""Huobi""]";"Persistence";"US Dollar"
"XPR/USD";"[""Kucoin""]";"Proton";"US Dollar"
"XPTX/BTC";"[""YoBit""]";"PlatinumBAR";"Bitcoin"
"XPTX/USD";"[""Synthetic""]";"PlatinumBAR";"US Dollar"
"XPX/USD";"[""ProBit Exchange""]";"ProximaX";"US Dollar"
"XPY/BTC";"[""YoBit""]";"PayCoin";"Bitcoin"
"XPY/USD";"[""Synthetic""]";"PayCoin";"US Dollar"
"XQN/USD";"[""Synthetic""]";"Quotient";"US Dollar"
"XRA/USD";"[""Synthetic""]";"Ratecoin";"US Dollar"
"XRC/USD";"[""Synthetic""]";"Rawcoin";"US Dollar"
"XRE/USD";"[""Synthetic""]";"RevolverCoin";"US Dollar"
"XRL/BTC";"[""YoBit""]";"Rialto";"Bitcoin"
"XRL/USD";"[""Synthetic""]";"Rialto";"US Dollar"
"XRP/ARS";"[""Synthetic""]";"XRP";"Argentinian Peso"
"XRP/AUD";"[""BTC Markets"",""Synthetic""]";"XRP";"Australian Dollar"
"XRP/BRL";"[""MercadoBitcoin"",""NovaDAX""]";"XRP";"Brazil Real"
"XRP/BTC";"[""Binance"",""HitBTC""]";"XRP";"Bitcoin"
"XRP/CAD";"[""Synthetic""]";"XRP";"Canadian Dollar"
"XRP/CNY";"[""Synthetic""]";"XRP";"Chinese Yuan"
"XRP/ETH";"[""Binance""]";"XRP";"Ethereum"
"XRP/EUR";"[""BitStamp"",""Kraken""]";"XRP";"Euro"
"XRP/HKD";"[""Synthetic""]";"XRP";"Hong Kong Dollar"
"XRP/IDR";"[""BTC Indonesia""]";"XRP";"Indonesian Rupiah"
"XRP/ILS";"[""Synthetic""]";"XRP";"Israeli Shekel"
"XRP/INR";"[""Bitbns"",""Synthetic""]";"XRP";"Indian Rupee"
"XRP/JPY";"[""Bitbank""]";"XRP";"Japanese Yen"
"XRP/KRW";"[""Bithumb"",""Coinone"",""Upbit""]";"XRP";"Korean Won"
"XRP/MXN";"[""Bitso"",""Synthetic""]";"XRP";"Mexican Peso"
"XRP/MYR";"[""Luno"",""Synthetic""]";"XRP";"Malaysian Ringgit"
"XRP/NGN";"[""Luno""]";"XRP";"Nigerian Naira"
"XRP/PLN";"[""Synthetic""]";"XRP";"Polish Zloty"
"XRP/SAR";"[""Synthetic""]";"XRP";"Saudi Riyal"
"XRP/SEK";"[""Synthetic""]";"XRP";"Swedish Krona"
"XRP/THB";"[""Bitkub"",""Satang Pro""]";"XRP";"Thai Baht"
"XRP/TRX";"[""Synthetic""]";"XRP";"TRON"
"XRP/TRY";"[""Binance"",""BTCTurk"",""Paribu"",""Synthetic""]";"XRP";"Turkish Lira"
"XRP/USD";"[""Binance"",""Bitrue"",""Huobi"",""OKEx""]";"XRP";"US Dollar"
"XRP/VND";"[""Synthetic""]";"XRP";"Vietnamese Dong"
"XRP/ZAR";"[""Luno"",""Synthetic""]";"XRP";"South African Rand"
"XTO/USD";"[""Synthetic""]";"Tao";"US Dollar"
"XTRL/USD";"[""Synthetic""]";"TurkeyEnergyToken";"US Dollar"
"XTZ/BRL";"[""NovaDAX""]";"Tezos";"Brazil Real"
"XTZ/BTC";"[""HitBTC""]";"Tezos";"Bitcoin"
"XTZ/CAD";"[""Synthetic""]";"Tezos";"Canadian Dollar"
"XTZ/EUR";"[""Kraken""]";"Tezos";"Euro"
"XTZ/KRW";"[""Coinone""]";"Tezos";"Korean Won"
"XTZ/TRY";"[""BTCTurk"",""Paribu""]";"Tezos";"Turkish Lira"
"XTZ/USD";"[""Binance"",""Huobi""]";"Tezos";"US Dollar"
"XVC/USD";"[""Synthetic""]";"Vcash";"US Dollar"
"XVG/AUD";"[""Synthetic""]";"Verge";"Australian Dollar"
"XVG/BTC";"[""HitBTC""]";"Verge";"Bitcoin"
"XVG/ETH";"[""Binance""]";"Verge";"Ethereum"
"XVG/USD";"[""Binance"",""HitBTC""]";"Verge";"US Dollar"
"XVS/BTC";"[""Binance""]";"Venus";"Bitcoin"
"XVS/USD";"[""Binance""]";"Venus";"US Dollar"
"XWP/USD";"[""Synthetic""]";"Swap";"US Dollar"
"XYM/JPY";"[""Zaif""]";"Symbol";"Japanese Yen"
"XYM/USD";"[""Gate.io"",""KuCoin""]";"Symbol";"US Dollar"
"XYO/BTC";"[""Kucoin""]";"XYO";"Bitcoin"
"XYO/ETH";"[""Kucoin""]";"XYO";"Ethereum"
"XYO/USD";"[""Synthetic""]";"XYO";"US Dollar"
"YEL/USD";"[""Synthetic""]";"Yellow Token";"US Dollar"
"YFI/BTC";"[""Binance""]";"yearn.finance";"Bitcoin"
"YFI/INR";"[""Bitbns""]";"yearn.finance";"Indian Rupee"
"YFI/USD";"[""Binance""]";"yearn.finance";"US Dollar"
"YGG/USD";"[""Binance"",""Huobi""]";"Yield Guild Games";"US Dollar"
"YUP/USD";"[""Synthetic""]";"Crowdholding";"US Dollar"
"ZBC/USD";"[""Synthetic""]";"Zilbercoin";"US Dollar"
"ZCL/USD";"[""Synthetic""]";"ZClassic";"US Dollar"
"ZCO/USD";"[""Synthetic""]";"Zebi";"US Dollar"
"ZEC/AUD";"[""Synthetic""]";"Zcash";"Australian Dollar"
"ZEC/BTC";"[""Binance"",""YoBit""]";"Zcash";"Bitcoin"
"ZEC/ETH";"[""Poloniex""]";"Zcash";"Ethereum"
"ZEC/EUR";"[""Kraken""]";"Zcash";"Euro"
"ZEC/GBP";"[""Synthetic""]";"Zcash";"British Pound"
"ZEC/INR";"[""Bitbns""]";"Zcash";"Indian Rupee"
"ZEC/USD";"[""Binance"",""Huobi""]";"Zcash";"US Dollar"
"ZEIT/USD";"[""Synthetic""]";"Zeitcoin";"US Dollar"
"ZEN/BTC";"[""Binance""]";"Horizen";"Bitcoin"
"ZENI/BTC";"[""YoBit""]";"Zennies";"Bitcoin"
"ZENI/USD";"[""Synthetic""]";"Zennies";"US Dollar"
"ZEN/USD";"[""Synthetic""]";"ZenCash";"US Dollar"
"ZER/USD";"[""Synthetic""]";"Zero";"US Dollar"
"ZET/BTC";"[""YoBit""]";"Zetacoin";"Bitcoin"
"ZIL/ETH";"[""Binance""]";"Zilliqa";"Ethereum"
"ZIL/GBP";"[""Synthetic""]";"Zilliqa";"British Pound"
"ZIL/KRW";"[""Upbit""]";"Zilliqa";"Korean Won"
"ZIL/THB";"[""Bitkub""]";"Zilliqa";"Thai Baht"
"ZIL/USD";"[""Binance"",""OKEx""]";"Zilliqa";"US Dollar"
"ZK/USD";"[""Binance""]";"zkSync";"US Dollar"
"ZNE/USD";"[""Synthetic""]";"Zonecoin";"US Dollar"
"ZOI/USD";"[""Synthetic""]";"Zoin";"US Dollar"
"ZRC/USD";"[""Gate.io""]";"ZrCoin";"US Dollar"
"ZRO/USD";"[""Binance""]";"LayerZero";"US Dollar"
"ZRX/BTC";"[""Binance"",""HitBTC""]";"0x";"Bitcoin"
"ZRX/INR";"[""Bitbns""]";"0x";"Indian Rupee"
"ZRX/TRY";"[""Synthetic""]";"0x";"Turkish Lira"
"ZRX/USD";"[""Binance"",""Coinbase Pro"",""Huobi""]";"0x";"US Dollar"
"ZRX/XRP";"[""Bitrue""]";"0x";"XRP"
"ZSC/USD";"[""Gate.io""]";"Zeusshield";"US Dollar"
"ZUR/USD";"[""Synthetic""]";"Zurcoin";"US Dollar"
"ZYD/BTC";"[""YoBit""]";"Zayedcoin";"Bitcoin"
"ZYD/USD";"[""Synthetic""]";"Zayedcoin";"US Dollar"
"ZZC/USD";"[""Synthetic""]";"ZoZoCoin";"US Dollar"
